drugname;name_detail
2179;2-[(5-Hex-1-Yn-1-Ylfuran-2-Yl)Carbonyl]-N-Methylhydrazinecarbothioamide
2180;Pegaspargase
2181;Bis(Adenosine)-5'-Pentaphosphate
2182;Limaprost
2183;5-Chloro-N-{(3S)-1-[(1S)-1-Methyl-2-Morpholin-4-Yl-2-Oxoethyl]-2-Oxopyrrolidin-3-Yl}-1-Benzothiophene-2-Sulfonamide
2184;Niguldipine
2185;Glatiramer
2186;Tocofersolan
2187;"4-{3-Chloro-4-[3-(2,4-Dichloro-Benzoyl)-Ureido]-Phenoxy}-Butyric Acid"
2188;"2,3,-Dihydroxybenzoylserine"
2189;5-Aminonaphthalene-2-Sulfonic Acid
2190;17Alpha-Estriol
2191;Succinylcholine
2192;Omalizumab
2193;3-[({(1E)-[2-(Trifluoromethyl)Phenyl]Methylidene}Amino)Oxy]Propanoic Acid
2194;Hyaluronidase (Ovine)
2195;Estrone
2196;Monoisopropylphosphorylserine
2197;Voglibose
2198;Sd118
2199;Aranidipine
2200;"2,5-Dichloro-N-(3,5-Dibromo-4-Hydroxyphenyl)Benzamide"
2201;Guanosine-5'-Monophosphate
2202;(2Z)-2-Cyano-N-(3'-Ethoxybiphenyl-4-Yl)-3-Hydroxybut-2-Enamide
2203;Metyrosine
2204;Avotaciclib
2205;"{[5-(5-Nitro-2-Furyl)-1,3,4-Oxadiazol-2-Yl]Thio}Acetic Acid"
2206;Tartronate
2207;"2,3-Diphenyl-1H-Indole-7-Carboxylic Acid"
2208;D-Proline
2209;Octylphenoxy Polyethoxyethanol
2210;Filaminast
2211;Atg003
2212;Aluminium
2213;Phenazopyridine
2214;Glycyrrhizic Acid
2215;Feruloyl Coenzyme A
2216;5-Hydroxy-2-(4-Hydroxyphenyl)-1-Benzofuran-7-Carbonitrile
2217;Hemi-Babim
2218;Cyt997
2219;Sn-Glycero-3-Phosphoethanolamine
2220;Tafamidis
2221;2-Phenylheme
2222;Sparsentan
2223;[1-(3-Chloro-2-Formyl-Phenylcarbamoyl)-2-Methyl-Propyl]-Carbamic Acid Tert-Butyl Ester
2224;N-Cycloheptylglycyl-N-(4-Carbamimidoylbenzyl)-L-Prolinamide
2225;"N-(1-Benzyl-3,3,3-Trifluoro-2,2-Dihydroxy-Propyl)-Acetamide"
2226;(S)-4-Hydroxymandelonitrile
2227;"5,6-Diphenyl-N-(2-Piperazin-1-Ylethyl)Furo[2,3-D]Pyrimidin-4-Amine"
2228;Cortisone
2229;Manganese
2230;Droperidol
2231;2-Methoxy-6-{(E)-[(4-Methylphenyl)Imino]Methyl}Phenol
2232;Glutamic Acid
2233;Dansyllysine
2234;"5-[(1S)-1-(3-Chlorophenyl)Ethoxy]Quinazoline-2,4-Diamine"
2235;2-Morpholinoethylamine
2236;Caffeine
2237;Fluorodopa (18F)
2238;Sevoflurane
2239;"Cyclohexylmethyl-2,3-Dihydroxy-5-Methyl-Hexylamide"
2240;Isometheptene
2241;Follitropin
2242;Etizolam
2243;Iproniazid
2244;Serine
2245;Tocainide
2246;Imipenem
2247;Xl765
2248;Evinacumab
2249;2-Isobutyl-3-Methoxypyrazine
2250;"4-{[4-{[(1R,2R)-2-(Dimethylamino)Cyclopentyl]Amino}-5-(Trifluoromethyl)Pyrimidin-2-Yl]Amino}-N-Methylbenzenesulfonamide"
2251;"N,4-Dimethyl-N-(1-Phenyl-1H-Pyrazol-5-Yl)Benzenesulfonamide"
2252;"4-(1,3-Benzodioxol-5-Yloxy)-2-[4-(1H-Imidazol-1-Yl)Phenoxy]Pyrimidine"
2253;Talarozole
2254;Adenosine Phosphate
2255;Cositecan
2256;"(4As,6R,8As)-11-[8-(1,3-Dioxo-1,3-Dihydro-2H-Isoindol-2-Yl)Octyl]-6-Hydroxy-3-Methoxy-5,6,9,10-Tetrahydro-4Ah-[1]Benzofuro[3A,3,2-Ef][2]Benzazepin-11-Ium"
2257;Rnapc2
2258;Methdilazine
2259;Rev131
2260;Guanabenz
2261;Compound 18
2262;Azelastine
2263;Diazoxide
2264;Heparin Disaccharide Iii-S
2265;Fondaparinux
2266;Axicabtagene Ciloleucel
2267;(Rp)-Camps
2268;L-Aminocarnityl-Succinyl-Leucyl-Argininal-Diethylacetal
2269;K-252A
2270;Cannabidivarin
2271;Ropeginterferon Alfa-2B
2272;2'-Deoxycytidine
2273;Artemether
2274;Vortioxetine
2275;Descarboxy-Nor-N(Omega)-Hydroxy-L-Arginine
2276;Metribolone
2277;Cra_1802
2278;"4-[3-Methylsulfanylanilino]-6,7-Dimethoxyquinazoline"
2279;Acamprosate
2280;"Methyl 4,6-O-[(1R)-1-Carboxyethylidene]-Beta-D-Galactopyranoside"
2281;"2',3'-Dehydro-2',3'-Deoxy-Thymidine 5'-Diphosphate"
2282;L-Methionine (S)-S-Oxide
2283;"5-[(3R)-3-(5-Methoxy-3',5'-Dimethylbiphenyl-3-Yl)But-1-Yn-1-Yl]-6-Methylpyrimidine-2,4-Diamine"
2284;Oxamniquine
2285;2-(Thiomethylene)-4-Methylpentanoic Acid
2286;"5-[(3R)-3-(5-Methoxy-2',6'-Dimethylbiphenyl-3-Yl)But-1-Yn-1-Yl]-6-Methylpyrimidine-2,4-Diamine"
2287;Fenofibrate
2288;Fr236913
2289;4-[3-(4-Fluorophenyl)-1H-Pyrazol-4-Yl]Pyridine
2290;"N~4~-Methyl-N~4~-(3-Methyl-1H-Indazol-6-Yl)-N~2~-(3,4,5-Trimethoxyphenyl)Pyrimidine-2,4-Diamine"
2291;Carbidopa
2292;"3-Chloro-9-Ethyl-6,7,8,9,10,11-Hexahydro-7,11-Methanocycloocta[B]Quinolin-12-Amine"
2293;Aminoglutethimide
2294;"19-(Cyclopropylamino)-4,6,7,15-Tetrahydro-5H-16,1-(Azenometheno)-10,14-(Metheno)Pyrazolo[4,3-O][1,3,9]Triazacyclohexadecin-8(9H)-One"
2295;Cra_10656
2296;Sns-032
2297;Estrone Sulfate
2298;Lanoteplase
2299;"N,O6-Disulfo-Glucosamine"
2300;Selenium
2301;Pegfilgrastim
2302;Proparacaine
2303;Raltitrexed
2304;Pirenzepine
2305;Remifentanil
2306;Evt-101
2307;Tetrahydrocannabivarin
2308;Homatropine Methylbromide
2309;N-[4-(4-Nitrophenylphospho)Butanoyl]-D-Alanine
2310;Remdesivir
2311;"Antihemophilic Factor, Human Recombinant"
2312;Enrasentan
2313;Nabiximols
2314;S-Acetyl-Cysteine
2315;6-(3-Aminophenyl)-N-(Tert-Butyl)-2-(Trifluoromethyl)Quinazolin-4-Amine
2316;9-Aminocamptothecin
2317;Recombinant Alpha 1-Antitrypsin
2318;[(1S)-1-(5-Chloro-1-Benzothien-3-Yl)-2-(2-Naphthylamino)-2-Oxoethyl]Phosphonic Acid
2319;Zinc Protoporphyrin
2320;Daratumumab
2321;Ddp-225
2322;Amido Phenyl Pyruvic Acid
2323;Equilin
2324;Palbociclib
2325;Ivermectin
2326;Gatifloxacin
2327;"(2S)-4-(2,5-Difluorophenyl)-N,N-Dimethyl-2-Phenyl-2,5-Dihydro-1H-Pyrrole-1-Carboxamide"
2328;Boldenone Undecylenate
2329;Procarbazine
2330;Lefamulin
2331;Aurothioglucose
2332;"O6-(R)-Roscovitine, R-2-(6-Benzyloxy-9-Isopropyl-9H-Purin-2-Ylamino)-Butan-1-Ol"
2333;Naratriptan
2334;"4-[3-Hydroxyanilino]-6,7-Dimethoxyquinazoline"
2335;Pramipexole
2336;Dilmapimod
2337;"(3As,4R,9Br)-4-(4-Hydroxyphenyl)-1,2,3,3A,4,9B-Hexahydrocyclopenta[C]Chromen-9-Ol"
2338;1-Methylimidazole
2339;Oxymetazoline
2340;Fosaprepitant
2341;Nepafenac
2342;6-Hydroxy-6-Methyl-Heptan-3-One
2343;At1391
2344;Avanafil
2345;Carvedilol
2346;Octocrylene
2347;2-{[Formyl(Hydroxy)Amino]Methyl}-4-Methylpentanoic Acid
2348;Hydrocortisone Acetate
2349;Rosiglitazone
2350;Rotigotine
2351;5Beta-Dihydrotestosterone
2352;N6-Benzyl Adenosine-5'-Diphosphate
2353;Albutrepenonacog Alfa
2354;Tryptophanyl-5'Amp
2355;Risperidone
2356;Camostat
2357;Farletuzumab
2358;Bumetanide
2359;Ouabain
2360;Isoflurane
2361;Cra_11092
2362;Pafolacianine
2363;Metipranolol
2364;Uridine Diphosphate Glucose
2365;Clinofibrate
2366;Ditiocarb
2367;Thiamine
2368;Lorcaserin
2369;Varenicline
2370;Norgestimate
2371;L-N(Omega)-Nitroarginine-(4R)-Amino-L-Proline Amide
2372;"(9S)-9-[(8-Ammoniooctyl)Amino]-1,2,3,4,9,10-Hexahydroacridinium"
2373;Menotropins
2374;Dexamethasone Acetate
2375;Deferasirox
2376;S-P-Nitrobenzyloxycarbonylglutathione
2377;Cerulenin
2378;Interferon Alfa
2379;Desloratadine
2380;Declopramide
2381;"1,8-Di-Hydroxy-4-Nitro-Anthraquinone"
2382;Cobimetinib
2383;Aplaviroc
2384;Eribulin
2385;Lovastatin
2386;Cra_8696
2387;Neomycin
2388;Agalsidase Beta
2389;Cordycepin Triphosphate
2390;"N-[(2R,3S)-3-Amino-2-Hydroxy-4-Phenylbutyl]-4-Methoxy-2,3,6-Trimethylbenzenesulfonamide"
2391;5'-Guanosine-Diphosphate-Monothiophosphate
2392;Phosphonotyrosine
2393;4-Hydroxybutan-2-One
2394;Brinzolamide
2395;Fosdenopterin
2396;Alpha-Ketoisovalerate
2397;Technetium Tc-99M Tilmanocept
2398;Rubidium Rb-82
2399;Purine Riboside-5'-Monophosphate
2400;S-Adenosyl-L-Homocysteine
2401;"7,8-Dihydroxy-4-Phenyl-2H-Chromen-2-One"
2402;{(2S)-1-[N-(Tert-Butoxycarbonyl)Glycyl]Pyrrolidin-2-Yl}Methyl (3-Chlorophenyl)Acetate
2403;"(5S,8R,9S,10S,13R,14S,17S)-13-{2-[(3,5-Difluorobenzyl)Oxy]Ethyl}-17-Hydroxy-10-Methylhexadecahydro-3H-Cyclopenta[A]Phenanthren-3-One"
2404;Regramostim
2405;K-00546
2406;Tubocurarine
2407;N-(5-Isopropyl-Thiazol-2-Yl)-2-Pyridin-3-Yl-Acetamide
2408;Sermorelin
2409;Acetophenazine
2410;Sulodexide
2637;L-Thioproline
2411;"(1S,3S,5S)-2-{(2S)-2-Amino-2-[(1R,3S,5R,7S)-3-Hydroxytricyclo[3.3.1.1~3,7~]Dec-1-Yl]Acetyl}-2-Azabicyclo[3.1.0]Hexane-3-Carbonitrile"
2412;Pyrithiamine Pyrophosphate
2413;Manitimus
2414;Palmitoyl-Linoleoyl Phosphatidylcholine
2415;Halometasone
2416;Tricetin
2417;"3-Decyl-2,5-Dioxo-4-Hydroxy-3-Pyrroline"
2418;Troxacitabine
2419;Vinblastine
2420;3-({4-[(6-Chloro-1-Benzothien-2-Yl)Sulfonyl]-2-Oxopiperazin-1-Yl}Methyl)Benzenecarboximidamide
2421;Moxonidine
2422;Felodipine
2423;Elbasvir
2424;Indolepropionic Acid
2425;"L-Alanyl-N-[(1S,2R)-1-Benzyl-2-Hydroxypropyl]-L-Alaninamide"
2426;Gentian Violet Cation
2427;Triamterene
2428;Aminomethylcyclohexane
2429;"1-(4-Aminophenyl)-3,5-Dimethyl-1H-Pyrazole-4-Carboxylic Acid Ethyl Ester"
2430;Diphenoxylate
2431;Doxercalciferol
2432;Lysergic Acid Diethylamide
2433;Ornithine
2434;Hexocyclium
2435;2-(Hydrazinocarbonyl)-3-Phenyl-1H-Indole-5-Sulfonamide
2436;"(1R,3R)-5-[(2E)-3-{(1S,3R)-2,2,3-Trimethyl-3-[6,6,6-Trifluoro-5-Hydroxy-5-(Trifluoromethyl)Hex-3-Yn-1-Yl]Cyclopentyl}Prop-2-En-1-Ylidene]Cyclohexane-1,3-Diol"
2437;Paraldehyde
2438;Clemastine
2439;"Adenosine 3',5'-Diphosphate"
2440;Fospropofol
2441;Insulin Aspart
2442;Carmustine
2443;Enalapril
2444;"Pyrimidine-4,6-Dicarboxylic Acid Bis-(4-Fluoro-3-Methyl-Benzylamide)"
2445;Pyridoxal
2446;Black Cohosh
2447;N-[2-(1-Formyl-2-Methyl-Propyl)-1-(4-Piperidin-1-Yl-But-2-Enoyl)-Pyrrolidin-3-Yl]-Methanesulfonamide
2448;9-Deazainosine
2449;Tetraferric Tricitrate Decahydrate
2450;1-Hexadecanosulfonic Acid
2451;Cilansetron
2452;"4,4'-Bis([H]Methylsulfonyl)-2,2',5,5'-Tetrachlorobiphenyl"
2453;Dihydrocodeine
2454;Trastuzumab Deruxtecan
2455;Bentiromide
2456;Amiodarone
2457;N-Cyclohexyl-N'-(4-Iodophenyl)Urea
2458;1-Deoxy-1-Methoxycarbamido-Beta-D-Glucopyranose
2459;Omeprazole
2460;Daporinad
2461;Bisacodyl
2462;Choriogonadotropin Alfa
2463;Dadle
2464;Metergoline
2465;Tolterodine
2466;Dacarbazine
2467;Balanol
2468;Fenoprofen
2469;Beta-Naphthoflavone
2470;Hexylcaine
2471;Masoprocol
2472;Nizatidine
2473;Nylidrin
2474;"(5-Chloropyrazolo[1,5-A]Pyrimidin-7-Yl)-(4-Methanesulfonylphenyl)Amine"
2475;"6-[3-(4-Morpholinyl)Propyl]-2-(3-Nitrophenyl)-5-Thioxo-5,6,-Dihydro-7H-Thienol[2',3'"
2476;Propacetamol
2477;N-(P-Cyanophenyl)-N'-Diphenylmethyl-Guanidine-Acetic Acid
2478;2-Acetylamino-4-Methyl-Pentanoic Acid (1-Formyl-2-Phenyl-Ethyl)-Amide
2479;Thimerosal
2480;Befunolol
2481;Zinc Trihydroxide
2482;Cabazitaxel
2483;Porphobilinogen
2484;Hy10275
2485;Snx-5422
2486;3-Amino-Azacyclotridecan-2-One
2487;Xen-2174
2488;(2S)-2-(Butyryloxy)-3-Hydroxypropyl Nonanoate
2489;Ketodarolutamide
2490;Pegcetacoplan
2491;Ifenprodil
2492;Morpholine-4-Carboxylic Acid (1-(3-Benzenesulfonyl-1-Phenethylallylcarbamoyl)-3-Methylbutyl)-Amide
2493;Amgn-0007
2494;Fluspirilene
2495;S-2-(Boronoethyl)-L-Cysteine
2496;Tyloxapol
2497;(1H-Indol-3-Yl)-(2-Mercapto-Ethoxyimino)-Acetic Acid
2498;Indinavir
2499;"2-({[3-(3,4-Dihydroisoquinolin-2(1H)-Ylsulfonyl)Phenyl]Carbonyl}Amino)Benzoic Acid"
2500;Olaparib
2501;"(3R)-Methylcarbamoyl-7-Sulfoamino-3,4-Dihydro-1H-Isoquinoline-2-Carboxylic Acid Benzyl Ester"
2502;Cobiprostone
2503;4-Tert-Butylbenzenesulfonic Acid
2504;Ferrous Glycine Sulfate
2505;Piperazine
2506;(R)-Bicalutamide
2507;Atp
2508;Batimastat
2509;4-Methylthio-Alpha-D-Mannose
2510;Phenoxymethylpenicillin
2511;Butyrylthiocholine
2512;Dapiprazole
2513;3-(4-Nitrophenyl)-1H-Pyrazole
2514;Seletracetam
2515;Halofuginone
2516;Methylecgonine
2517;Gallium Nitrate
2518;6-(2-Hydroxy-Cyclopentyl)-7-Oxo-Heptanamidine
2519;N-Alpha-(2-Naphthylsulfonyl)-N(3-Amidino-L-Phenylalaninyl)Isopipecolinic Acid Methyl Ester
2520;Ponatinib
2521;Voacamine
2522;Opb-111077
2523;"2-Phenyl-1-[4-(2-Piperidin-1-Yl-Ethoxy)-Phenyl]-1,2,3,4-Tetrahydro-Isoquinolin-6-Ol"
2524;"2-(2-{2-[2-(2-{2-[2-(2-Ethoxy-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethanol, Polyethyleneglycol Peg400"
2525;Caroverine
2526;Afatinib
2527;Cycloleucine
2528;Metamizole
2529;"4-(2,5-Dichloro-Thiophen-3-Yl)-Pyrimidin-2-Ylamine"
2530;"1,2,4-Triazole"
2531;"(5R)-5-(4-{[(2R)-6-Hydroxy-2,5,7,8-Tetramethyl-3,4-Dihydro-2H-Chromen-2-Yl]Methoxy}Benzyl)-1,3-Thiazolidine-2,4-Dione"
2532;"5-(2-Ethoxyethyl)-5-[4-(4-Fluorophenoxy)Phenoxy]Pyrimidine-2,4,6(1H,3H,5H)-Trione"
2533;Incb13739
2534;"4-Methyl-5-[(2Z)-2-{[4-(4-Morpholinyl)Phenyl]Imino}-2,5-Dihydro-4-Pyrimidinyl]-1,3-Thiazol-2-Amine"
2535;5-Fluoro-Beta-L-Gulosyl Fluoride
2536;Piperaquine
2537;Palmitic Acid
2538;"3,8,9,10-Tetrahydroxy-7-Hydroxymethyl-6-Oxa-1,3-Diaza-Spiro[4.5]Decane-2,4-Dione"
2539;"N-Cyclopropyl-6-[(6,7-Dimethoxyquinolin-4-Yl)Oxy]Naphthalene-1-Carboxamide"
2540;P-Benzoyl-L-Phenylalanine
2541;Capravirine
2542;Zileuton
2543;Bisphenol Z
2544;"4-[(3-Bromo-4-O-Sulfamoylbenzyl)(4-Cyanophenyl)Amino]-4H-[1,2,4]-Triazole"
2545;Desoxycorticosterone Acetate
2546;6-Carbamimidoyl-2-[2-Hydroxy-6-(4-Hydroxy-Phenyl)-Indan-1-Yl]-Hexanoic Acid
2547;Vitamin A
2548;N-Acetylserotonin
2549;Gentamicin
2550;Cra_9678
2551;Phenethyl Isothiocyanate
2552;Methyldopa
2553;Ru82197
2554;Loxapine
2555;Pimagedine
2556;2-[1-(4-Chlorobenzoyl)-5-Methoxy-2-Methyl-1H-Indol-3-Yl]-N-[(1S)-1-(Hydroxymethyl)Propyl]Acetamide
2557;4-[(6-Chloropyrazin-2-Yl)Amino]Benzenesulfonamide
2558;"3-(3-Aminophenyl)-N-(3-Chlorophenyl)Pyrazolo[1,5-A]Pyrimidin-5-Amine"
2559;Lomerizine
2560;"1,2,5-Thiadiazolidin-3-One-1,1-Dioxide"
2561;Tecastemizole
2562;Selenious Acid
2563;2'-Monophosphoadenosine-5'-Diphosphate
2564;"2,3-Difluorobenzyl Alcohol"
2565;Fidaxomicin
2566;"N-[4-(2-Methylimidazo[1,2-A]Pyridin-3-Yl)-2-Pyrimidinyl]Acetamide"
2567;N-Oxo-2-(Phenylsulfonylamino)Ethanamide
2568;Aceprometazine
2569;1-[[(1E)-2-(4-Chlorophenyl)Ethenyl]Sulfonyl]-4-[[1-(4-Pyridinyl)-4-Piperidinyl]Methyl]Piperazine
2570;Benzylpenicillin
2571;2-[1-(4-Chlorobenzoyl)-5-Methoxy-2-Methyl-1H-Indol-3-Yl]-N-[(1R)-1-(Hydroxymethyl)Propyl]Acetamide
2572;Polyethylene Glycol 400
2573;5-Fluorouridine
2574;Azatadine
2575;Cisplatin
2576;4-[5-(3-Iodo-Phenyl)-2-(4-Methanesulfinyl-Phenyl)-1H-Imidazol-4-Yl]-Pyridine
2577;Trospium
2578;Prx-08066
2579;Exemestane
2580;Budesonide
2581;"1-[(2S)-4-(5-Bromo-1H-Pyrazolo[3,4-B]Pyridin-4-Yl)Morpholin-2-Yl]Methanamine"
2582;Hexadecanal
2583;Putrescine
2584;Sanglifehrin A
2585;Hydrocortisone Probutate
2586;Mycophenolic Acid
2587;4-Amino Hexanoic Acid
2588;Triazolopyrimidine
2589;2-({2-[(3R)-3-Aminopiperidin-1-Yl]-4-Oxoquinazolin-3(4H)-Yl}Methyl)Benzonitrile
2590;Ebselen
2591;Narsoplimab
2592;Al7089A
2593;"Cyclopropyl-{4-[5-(3,4-Dichlorophenyl)-2-[(1-Methyl)-Piperidin]-4-Yl-3-Propyl-3H-Imidazol-4-Yl]-Pyrimidin-2-Yl}Amine"
2594;Ubiquinone Q2
2595;"N'-((2S,3R)-3-Amino-2-Hydroxy-5-(Isopropylsulfanyl)Pentanoyl)-N-3-Chlorobenzoyl Hydrazide"
2596;Testosterone Undecanoate
2597;4-(Aminosulfonyl)-N-[(4-Fluorophenyl)Methyl]-Benzamide
2598;"[N-(2,4-Diaminopteridin-6-Yl)-Methyl]-Dibenz[B,F]Azepine"
2599;(S)-N-(4-Carbamimidoylbenzyl)-1-(2-(Cyclopentyloxy)Ethanoyl)Pyrrolidine-2-Carboxamide
2600;D-Phenylalanyl-N-(3-Chlorobenzyl)-L-Prolinamide
2601;Fluocinolone Acetonide
2602;Mersalyl
2603;Levacetylmethadol
2604;Mln0415
2605;"(1S,2S,3R,6R)-4-(Hydroxymethyl)-6-(Octylamino)Cyclohex-4-Ene-1,2,3-Triol"
2606;Lorazepam
2607;"(3R,4S)-1-(3,4-Dimethoxyphenyl)-3-(3-Methylphenyl)Piperidin-4-Amine"
2608;Naloxone
2609;Dienestrol
2610;"3,6-Diamino-5-Cyano-4-(4-Ethoxyphenyl)Thieno[2,3-B]Pyridine-2-Carboxamide"
2611;Para-Bromobenzyl Alcohol
2612;"Trans-(1S,2S)-2-Amino-1,2,3,4-Tetrahydronaphthalen-1-Ol"
2613;Azoxystrobin
2614;Misoprostol
2615;Tislelizumab
2616;"N,N'-Diphenylpyrazolo[1,5-A][1,3,5]Triazine-2,4-Diamine"
2617;Polaprezinc
2618;Chlordiazepoxide
2619;Retapamulin
2620;3-Sulfino-L-Alanine
2621;(R)-3-Hydroxydecanoyl-Coa
2622;1-Benzylimidazole
2623;Latanoprostene Bunod
2624;Alpha-D-Xylopyranose
2625;6-Fluoro-2-(2-Hydroxy-3-Isobutoxy-Phenyl)-1H-Benzoimidazole-5-Carboxamidine
2626;"6-Chloro-N-Pyrimidin-5-Yl-3-{[3-(Trifluoromethyl)Phenyl]Amino}-1,2-Benzisoxazole-7-Carboxamide"
2627;(2R)-2-Benzyl-3-Nitropropanoic Acid
2628;Prulifloxacin
2629;Etoperidone
2630;Silibinin
2631;2-((9H-Purin-6-Ylthio)Methyl)-5-Chloro-3-(2-Methoxyphenyl)Quinazolin-4(3H)-One
2632;"4-(Aminosulfonyl)-N-[(2,4,6-Trifluorophenyl)Methyl]-Benzamide"
2633;"N-Ethyl-4-{[5-(Methoxycarbamoyl)-2-Methylphenyl]Amino}-5-Methylpyrrolo[2,1-F][1,2,4]Triazine-6-Carboxamide"
2634;Ru82209
2635;"1,6-Di-O-Phosphono-D-Mannitol"
2638;"(5-Phenyl-7-(Pyridin-3-Ylmethylamino)Pyrazolo[1,5-A]Pyrimidin-3-Yl)Methanol"
2639;Tecadenoson
2640;Isopentenyl Pyrophosphate
2641;Mitiglinide
2642;"8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9H-Purin-6-Ylamine"
2643;Icosapent
2644;Uridylyl-2'-5'-Phospho-Adenosine
2645;Zardaverine
2646;"1,2,4-Triazole-Carboxamidine"
2647;Amylmetacresol
2648;"N-(Cyclopropylmethyl)-4-(Methyloxy)-3-({5-[3-(3-Pyridinyl)Phenyl]-1,3-Oxazol-2-Yl}Amino)Benzenesulfonamide"
2649;Trichlormethiazide
2650;Progesterone-11-Alpha-Ol-Hemisuccinate
2651;Alitretinoin
2652;D-Eritadenine
2653;N-Sulfo-Flavin Mononucleotide
2654;Lgd-1550
2655;Levocetirizine
2656;Perospirone
2657;Tirofiban
2658;Indenolol
2659;Alpha-Methyl-N-Acetyl-D-Glucosamine
2660;Methocarbamol
2661;Ligandrol
2662;Hydrocortisone Succinate
2663;Alfentanil
2664;Desflurane
2665;"(2S,3R)-2-[[4-(Tert-Butylcarbamoyl)Piperazine-1-Carbonyl]Amino]-6-(Diaminomethylideneamino)-3-Formylhexanoic Acid"
2666;Cilomilast
2667;Dronedarone
2668;N2-[(Benzyloxy)Carbonyl]-N1-[(3S)-1-Cyanopyrrolidin-3-Yl]-L-Leucinamide
2669;Opaganib
2670;Talampanel
2671;Cgs-27023
2672;N-{3-Methyl-5-[2-(Pyridin-4-Ylamino)-Ethoxy]-Phenyl}-Benzenesulfonamide
2673;2-(4-Hydroxy-3-Nitrophenyl)Acetic Acid
2674;Meprobamate
2675;Foretinib
2676;"N-Alpha-Acetyl-3,5-Diiodotyrosyl-D-Threonine"
2677;5-Thio-A/B-D-Mannopyranosylamine
2678;Stearic Acid
2679;2-Anilino-6-Cyclohexylmethoxypurine
2680;2-Chloro-5-Nitro-N-Phenylbenzamide
2681;Acepromazine
2682;7-[(3-Chlorobenzyl)Oxy]-2-Oxo-2H-Chromene-4-Carbaldehyde
2683;Antihemophilic Factor Human
2684;4-Methyl-Umbelliferyl-N-Acetyl-Chitobiose
2685;Favipiravir
2686;"(2S)-2-Methyl-2,3-Dihydrothieno[2,3-F][1,4]Oxazepin-5-Amine"
2687;Tetracosactide
2688;Dinoprost
2689;3-(2-Benzothiazolylthio)-1-Propanesulfonic Acid
2690;"2,4-Diamino-6-[N-(3',4',5'-Trimethoxybenzyl)-N-Methylamino]Pyrido[2,3-D]Pyrimidine"
2691;Dasiglucagon
2692;Pyrimethamine
2693;"4-[1-Allyl-7-(Trifluoromethyl)-1H-Indazol-3-Yl]Benzene-1,3-Diol"
2694;Alpha-Benzyl-Aminobenzyl-Phosphonic Acid
2695;Cra_10762
2696;"3,3',5,5'-Tetrachlorobiphenyl-4,4'-Diol"
2697;Sofosbuvir
2698;"1,2-Benzodiazepine"
2699;Sodium Lauryl Sulfate
2700;Margetuximab
2701;Methyl N-{[(1R)-1-({1-[(Benzyloxy)Carbonyl]-L-Prolyl-6-Ammonio-L-Norleucyl}Amino)-2-Phenylethyl](Hydroxy)Phosphoryl}-L-Alanyl-L-Prolinate
2702;"Methyl 1-(4-{[(2,4-Diaminopteridin-6-Yl)Methyl](Methyl)Amino}Benzoyl)Piperidine-4-Carboxylate"
2703;Grazoprevir
2704;"N,N'-Dimethyl-N-(Acetyl)-N'-(7-Nitrobenz-2-Oxa-1,3-Diazol-4-Yl)Ethylenediamine"
2705;Deutetrabenazine
2706;Cdp323
2707;4-{[4-Amino-6-(Cyclohexylmethoxy)-5-Nitrosopyrimidin-2-Yl]Amino}Benzamide
2708;Telapristone Acetate
2709;Thyrotropin Alfa
2710;"4-O-(4,6-Dideoxy-4-{[4-[(4-O-Hexopyranosylhexopyranosyl)Oxy]-5,6-Dihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}Hexopyranosyl)Hexopyranose"
2711;"Cis-[4,5-Bis-(4-Bromophenyl)-2-(2-Ethoxy-4-Methoxyphenyl)-4,5-Dihydroimidazol-1-Yl]-[4-(2-Hydroxyethyl)Piperazin-1-Yl]Methanone"
2712;Idecabtagene Vicleucel
2713;"N-{[(2S,3S)-3-(Ethoxycarbonyl)Oxiran-2-Yl]Carbonyl}-L-Isoleucyl-L-Isoleucine"
2714;N-Methyl-1-[4-(9H-Purin-6-Yl)Phenyl]Methanamine
2715;Sr-9011
2716;Omega-3-Carboxylic Acids
2717;Diminazene
2718;Cvt-6883
2719;Gramicidin D
2720;Hydrocortisone Aceponate
2721;Sodium Stibogluconate
2722;Ave-1625
2723;"2-(2,6-Difluorophenoxy)-N-(2-Fluorophenyl)-9-Isopropyl-9H-Purin-8-Amine"
2724;Insulin Human
2725;Dextrothyroxine
2726;2-[(4-Fluorophenyl)Sulfonylamino]-N-Oxo-Ethanamide
2727;1-[2-(S)-Amino-3-Biphenyl-4-Yl-Propionyl]-Pyrrolidine-2-(S)-Carbonitrile
2728;Icatibant
2729;Monastrol
2730;Andrographolide
2731;"[(3R)-3-(Methylcarbamoyl)-2-{[(2-Methyl-2-Propanyl)Oxy]Carbonyl}-1,2,3,4-Tetrahydro-7-Isoquinolinyl]Sulfamic Acid"
2732;Muromonab
2733;Bromocriptine
2734;"4-(2-Aminoethoxy)-N-(3-Chloro-2-Ethoxy-5-Piperidin-1-Ylphenyl)-3,5-Dimethylbenzamide"
2735;Alosetron
