drugcategory;category_detail
1159;"['Amino Acids, Peptides, And Proteins', 'Blood And Blood Forming Organs', 'Blood Proteins', 'C1 Inhibitors', 'Carbohydrates', 'Complement C1 Inactivator Proteins', 'Complement Inactivating Agents', 'Complement Inactivator Proteins', 'Complement System Proteins', 'Decreased Vascular Permeability', 'Drugs Used In Hereditary Angioedema', 'Enzyme Inhibitors', 'Glycoconjugates', 'Glycoproteins', 'Immunologic Factors', 'Immunoproteins', 'Kallikrein Inhibitors', 'Peptides', 'Protease Inhibitors', 'Proteins', 'Serine Protease Inhibitors', 'Serpins']"
1160;"['Anti-Infective Agents', 'Anti-Ulcer Agents', 'Anticarcinogenic Agents', 'Antineoplastic Agents', 'Compounds Used In A Research, Industrial, Or Household Setting', 'Diterpenes', 'Enzyme Inhibitors', 'Gastrointestinal Agents', 'Pepsin A, Antagonists & Inhibitors', 'Phenanthrenes', 'Protease Inhibitors', 'Protective Agents', 'Terpenes']"
1228;"['Alimentary Tract And Metabolism', 'Bcrp/Abcg2 Substrates', 'Blood Glucose Lowering Agents', 'Diuretics', 'Drugs Used In Diabetes', 'P-Glycoprotein Substrates', 'Sodium-Glucose Co-Transporter 2 (Sglt2) Inhibitors', 'Sodium-Glucose Cotransporter 2 (Sglt2) Inhibitors', 'Sodium-Glucose Transporter 2 Inhibitors', 'Ugt1A1 Inhibitors', 'Ugt1A4 Inhibitors', 'Ugt1A9 Substrates', 'Ugt2B7 Substrates']"
1161;"['14-Alpha Demethylase Inhibitors', 'Agents Causing Hyperkalemia', 'Anti-Infective Agents', 'Antifungal Agents', 'Antifungals For Dermatological Use', 'Antifungals For Topical Use', 'Antiinfectives For Systemic Use', 'Antimycotics For Systemic Use', 'Azole Antifungals', 'Cytochrome P-450 Cyp2C19 Inhibitors', 'Cytochrome P-450 Cyp2C19 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Cyp2C9 Inhibitors', 'Cytochrome P-450 Cyp2C9 Inhibitors (Strong)', 'Cytochrome P-450 Cyp3A Inhibitors', 'Cytochrome P-450 Cyp3A4 Inhibitors', 'Cytochrome P-450 Cyp3A4 Inhibitors (Moderate)', 'Cytochrome P-450 Cyp3A5 Inhibitors', 'Cytochrome P-450 Cyp3A5 Inhibitors (Weak)', 'Cytochrome P-450 Enzyme Inhibitors', 'Dermatologicals', 'Drugs That Are Mainly Renally Excreted', 'Enzyme Inhibitors', 'Hormone Antagonists', 'Hormones, Hormone Substitutes, And Hormone Antagonists', 'Imidazole And Triazole Derivatives', 'P-Glycoprotein Inhibitors', 'Potential Qtc-Prolonging Agents', 'Qtc Prolonging Agents', 'Steroid Synthesis Inhibitors', 'Triazole Derivatives', 'Triazoles']"
1162;"['Amino Acids, Peptides, And Proteins', 'Antibodies', 'Antineoplastic And Immunomodulating Agents', 'Blood Proteins', 'Globulins', 'Immunoglobulins', 'Immunoproteins', 'Immunosuppressive Agents', 'Interleukin Inhibitors', 'Interleukin-23 Antagonist', 'Misc. Skin And Mucous Membrane Agents', 'Proteins', 'Serum Globulins']"
1163;"['Amides', 'Amines', 'Aniline Compounds', 'Antineoplastic Agents', 'Antineoplastic And Immunomodulating Agents', 'Bcrp/Abcg2 Inhibitors', 'Cytochrome P-450 Cyp2C19 Inhibitors', 'Cytochrome P-450 Cyp2C19 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Cyp2C8 Inhibitors', 'Cytochrome P-450 Cyp2C8 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Cyp2C9 Inhibitors', 'Cytochrome P-450 Cyp2C9 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Cyp2C9 Substrates', 'Cytochrome P-450 Cyp3A Substrates', 'Cytochrome P-450 Cyp3A4 Substrates', 'Cytochrome P-450 Enzyme Inhibitors', 'Cytochrome P-450 Substrates', 'Hedgehog Pathway Inhibitor', 'P-Glycoprotein Substrates', 'Smoothened Receptor Antagonists']"
1164;"['Alimentary Tract And Metabolism', 'Amidines', 'Biguanides', 'Blood Glucose Lowering Agents', 'Cytochrome P-450 Cyp2D6 Substrates', 'Cytochrome P-450 Substrates', 'Drugs Used In Diabetes', 'Guanidines', 'Oct1 Inhibitors', 'Oct1 Substrates', 'Oct2 Inhibitors', 'Oral Hypoglycemics']"
1165;"['Benzazepines', 'Heterocyclic Compounds, Fused-Ring', 'Receptors, Ampa, Antagonists & Inhibitors']"
1166;"['Anthelmintics', 'Anti-Infective Agents', 'Antihelminthic', 'Antiparasitic Agents', 'Antiparasitic Products, Insecticides And Repellents', 'Antiplatyhelmintic Agents', 'Antitrematodals', 'Cytochrome P-450 Cyp2D6 Inhibitors', 'Cytochrome P-450 Cyp2D6 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Cyp2D6 Substrates', 'Cytochrome P-450 Enzyme Inhibitors', 'Cytochrome P-450 Substrates', 'Heterocyclic Compounds, Fused-Ring', 'Hydroxyquinolines', 'Nitro Compounds', 'Nitroquinolines', 'Quinoline Derivatives And Related Substances', 'Quinolines', 'Schistosomicides']"
1167;"['Aminoquinolines', 'Anti-Infective Agents', 'Antibiotics For Pneumocystis Pneumonia', 'Antimalarials', 'Antiparasitic Agents', 'Antiparasitic Products, Insecticides And Repellents', 'Antiprotozoals', 'Cytochrome P-450 Cyp1A2 Inducers', 'Cytochrome P-450 Cyp1A2 Inducers (Strength Unknown)', 'Cytochrome P-450 Cyp1A2 Substrates', 'Cytochrome P-450 Cyp2D6 Inhibitors', 'Cytochrome P-450 Cyp2D6 Inhibitors (Moderate)', 'Cytochrome P-450 Cyp2D6 Inhibitors (Weak)', 'Cytochrome P-450 Cyp3A Inhibitors', 'Cytochrome P-450 Cyp3A Substrates', 'Cytochrome P-450 Cyp3A4 Inhibitors', 'Cytochrome P-450 Cyp3A4 Inhibitors (Moderate)', 'Cytochrome P-450 Cyp3A4 Substrates', 'Cytochrome P-450 Enzyme Inducers', 'Cytochrome P-450 Enzyme Inhibitors', 'Cytochrome P-450 Substrates', 'Heterocyclic Compounds, Fused-Ring', 'Methemoglobinemia Associated Agents', 'Moderate Risk Qtc-Prolonging Agents', 'P-Glycoprotein Inhibitors', 'Qtc Prolonging Agents', 'Quinolines']"
1168;"['Agents Producing Tachycardia', 'Amines', 'Ammonium Compounds', 'Anticholinergic Agents', 'Central Nervous System Depressants', 'Cholinergic Agents', 'Cholinesterase Inhibitors', 'Muscarinic Antagonists', 'Neuromuscular Agents', 'Neuromuscular Blocking Agents', 'Neuromuscular-Blocking Agents (Nondepolarizing)', 'Neurotransmitter Agents', 'Nicotinic Antagonists', 'Nitrogen Compounds', 'Onium Compounds', 'Peripheral Nervous System Agents', 'Quaternary Ammonium Compounds']"
1169;"['Acids, Carbocyclic', 'Amines', 'Benzene Derivatives', 'Benzyl Compounds', 'Ligands']"
1170;"['Heterocyclic Compounds, Fused-Ring', 'Indoles', 'Sirtuin 1, Antagonists & Inhibitors']"
1171;"['Antineoplastic Agents', 'Antineoplastic Agents, Hormonal', 'Antineoplastic And Immunomodulating Agents', 'Aromatase Inhibitors', 'Cardiotoxic Antineoplastic Agents', 'Cytochrome P-450 Cyp1A2 Inhibitors', 'Cytochrome P-450 Cyp1A2 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Cyp2C8 Inhibitors', 'Cytochrome P-450 Cyp2C8 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Cyp2C8 Substrates', 'Cytochrome P-450 Cyp2C9 Inhibitors', 'Cytochrome P-450 Cyp2C9 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Cyp3A Inhibitors', 'Cytochrome P-450 Cyp3A Substrates', 'Cytochrome P-450 Cyp3A4 Inhibitors', 'Cytochrome P-450 Cyp3A4 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Cyp3A4 Substrates', 'Cytochrome P-450 Cyp3A5 Substrates', 'Cytochrome P-450 Enzyme Inhibitors', 'Cytochrome P-450 Substrates', 'Endocrine Therapy', 'Enzyme Inhibitors', 'Estrogen Antagonists', 'Hormone Antagonists', 'Hormone Antagonists And Related Agents', 'Hormones, Hormone Substitutes, And Hormone Antagonists', 'Nitriles', 'P-Glycoprotein Substrates', 'Steroid Synthesis Inhibitors', 'Triazoles', 'Ugt1A3 Substrates', 'Ugt1A4 Substrates', 'Ugt2B7 Substrates']"
1172;"['Amino Acids, Peptides, And Proteins', 'Cytotoxins', 'Peptides']"
1173;"['Anterior Pituitary Lobe Hormones And Analogues', 'Pituitary And Hypothalamic Hormones And Analogues', 'Somatropin And Somatropin Agonists', 'Systemic Hormonal Preparations, Excl. Sex Hormones And Insulins']"
1174;"['Acids, Carbocyclic', 'Amides', 'Antidepressive Agents', 'Benzene Derivatives', 'Benzoates', 'Central Nervous System Depressants', 'Neurotransmitter Agents', 'Serotonin 5-Ht4 Receptor Agonists', 'Serotonin Agents', 'Serotonin Receptor Agonists']"
1229;"['Agents Used To Treat Hypothyroidism', 'Thyroid Products']"
1175;"['Adrenergic Antagonists', 'Adrenergic Beta-Antagonists', 'Agents Causing Hyperkalemia', 'Agents That Produce Hypertension', 'Antiarrhythmic Agents', 'Antiarrhythmics, Class I', 'Antiarrhythmics, Class Ic', 'Bradycardia-Causing Agents', 'Cardiac Therapy', 'Cardiovascular Agents', 'Cytochrome P-450 Cyp1A2 Inhibitors', 'Cytochrome P-450 Cyp1A2 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Cyp1A2 Substrates', 'Cytochrome P-450 Cyp2D6 Inhibitors', 'Cytochrome P-450 Cyp2D6 Inhibitors (Strong)', 'Cytochrome P-450 Cyp2D6 Substrates', 'Cytochrome P-450 Cyp3A Substrates', 'Cytochrome P-450 Cyp3A4 Substrates', 'Cytochrome P-450 Enzyme Inhibitors', 'Cytochrome P-450 Substrates', 'Ketones', 'Membrane Transport Modulators', 'Moderate Risk Qtc-Prolonging Agents', 'P-Glycoprotein Inhibitors', 'Propiophenones', 'Qtc Prolonging Agents', 'Sodium Channel Blockers', 'Voltage-Gated Sodium Channel Blockers']"
1176;"['Amino Acids, Peptides, And Proteins', 'Compounds Used In A Research, Industrial, Or Household Setting', 'Dermatologicals', 'Hormones, Hormone Substitutes, And Hormone Antagonists', 'Indicators And Reagents', 'Laboratory Chemicals', 'Melanocyte-Stimulating Hormones', 'Peptides', 'Protective Agents', 'Protectives Against Uv-Radiation', 'Protectives Against Uv-Radiation For Systemic Use', 'Proteins']"
1177;"['Bcrp/Abcg2 Inhibitors', 'Cytochrome P-450 Cyp2C9 Substrates', 'Cytochrome P-450 Cyp3A Substrates', 'Cytochrome P-450 Cyp3A4 Substrates', 'Cytochrome P-450 Substrates', 'Drugs Used In Erectile Dysfunction', 'Genito Urinary System And Sex Hormones', 'P-Glycoprotein Substrates', 'Phosphodiesterase 5 Inhibitors', 'Phosphodiesterase Inhibitors', 'Urologicals', 'Vasodilating Agents']"
1178;"['Adrenergic Agents', 'Adrenergic Agonists', 'Adrenergic Alpha-1 Receptor Agonists', 'Adrenergic Alpha-Agonists', 'Adrenergic Uptake Inhibitors', 'Agents Producing Tachycardia', 'Agents That Produce Hypertension', 'Amines', 'Amphetamines', 'Antidepressive Agents', 'Appetite Suppression', 'Autonomic Agents', 'Central Nervous System Agents', 'Central Nervous System Depressants', 'Central Nervous System Stimulants', 'Cytochrome P-450 Cyp2B6 Substrates', 'Cytochrome P-450 Cyp3A Substrates', 'Cytochrome P-450 Cyp3A4 Substrates', 'Cytochrome P-450 Substrates', 'Dopamine Agents', 'Dopamine Uptake Inhibitors', 'Ethylamines', 'Increased Sympathetic Activity', 'Membrane Transport Modulators', 'Neurotransmitter Agents', 'Neurotransmitter Uptake Inhibitors', 'Peripheral Nervous System Agents', 'Phenethylamines', 'Serotonergic Drugs Shown To Increase Risk Of Serotonin Syndrome', 'Sympathomimetic Amine Anorectic', 'Sympathomimetics']"
1179;"['Acids', 'Acids, Noncarboxylic', 'Agents Causing Hyperkalemia', 'Anions', 'Antiarrhythmic Agents', 'Antihypertensive Agents', 'Cardiac Therapy', 'Cardiovascular Agents', 'Diet, Food, And Nutrition', 'Drugs That Are Mainly Renally Excreted', 'Electrolytes', 'Food', 'Growth Substances', 'Ions', 'Micronutrients', 'Nicotinic Acids', 'Nitrates', 'Nitrogen Compounds', 'Physiological Phenomena', 'Potassium Channel Opener', 'Pyridines', 'Vasodilating Agents', 'Vasodilators Used In Cardiac Diseases']"
1180;"['Anti-Bacterial Agents', 'Anti-Infective Agents', 'Antibacterials For Systemic Use', 'Antiinfectives For Systemic Use', 'Bcrp/Abcg2 Substrates', 'Cytochrome P-450 Cyp2C9 Inducers', 'Cytochrome P-450 Cyp2C9 Inducers (Weak)', 'Cytochrome P-450 Cyp2E1 Inducers', 'Cytochrome P-450 Cyp2E1 Inducers (Weak)', 'Cytochrome P-450 Cyp3A Inducers', 'Cytochrome P-450 Cyp3A4 Inducers', 'Cytochrome P-450 Cyp3A4 Inducers (Weak)', 'Cytochrome P-450 Enzyme Inducers', 'Drugs That Are Mainly Renally Excreted', 'Fluoroquinolone Antibacterial', 'Fluoroquinolones', 'Heterocyclic Compounds, Fused-Ring', 'Potential Qtc-Prolonging Agents', 'Qtc Prolonging Agents', 'Quinolines', 'Quinolones', 'Ugt1A1 Substrates', 'Ugt1A3 Substrates']"
1181;"['Alcohol Dehydrogenase, Antagonists & Inhibitors', 'Sulfur Compounds']"
1182;"['Amino Acids, Peptides, And Proteins', 'Antibodies', 'Antibodies, Monoclonal', 'Antibodies, Monoclonal, Humanized', 'Blood Proteins', 'Bsep/Abcb11 Substrates', 'Cancer Immunotherapy', 'Globulins', 'Immunoglobulins', 'Immunoproteins', 'Immunotherapy', 'Oatp1B1/Slco1B1 Substrates', 'Oatp1B3 Substrates', 'P-Glycoprotein Substrates', 'Proteins', 'Serum Globulins', 'Tubulin Inhibiting Agent']"
1183;"['Amides', 'Anti-Bacterial Agents', 'Anti-Infective Agents', 'Antibacterials For Systemic Use', 'Antiinfectives For Systemic Use', 'Beta-Lactams', 'Cephalosporins', 'Drugs That Are Mainly Renally Excreted', 'Heterocyclic Compounds, Fused-Ring', 'Lactams', 'Nephrotoxic Agents', 'Oat1/Slc22A6 Substrates', 'Oat3/Slc22A8 Inhibitors', 'Oat3/Slc22A8 Substrates', 'Sulfur Compounds', 'Thiazines', 'Third-Generation Cephalosporins']"
1184;"['Anti-Acne Preparations', 'Anti-Acne Preparations For Topical Use', 'Anti-Inflammatory Agents', 'Dermatologicals', 'Misc. Skin And Mucous Membrane Agents', 'Naphthalenes', 'Retinoids', 'Retinoids For Topical Use In Acne']"
1199;"['Aminoquinolines', 'Anti-Infective Agents', 'Antimalarials', 'Antiparasitic Agents', 'Antiparasitic Products, Insecticides And Repellents', 'Antiprotozoals', 'Cytochrome P-450 Cyp2C8 Substrates', 'Cytochrome P-450 Cyp2C9 Inhibitors', 'Cytochrome P-450 Cyp2C9 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Cyp2D6 Inhibitors', 'Cytochrome P-450 Cyp2D6 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Enzyme Inhibitors', 'Cytochrome P-450 Substrates', 'Heterocyclic Compounds, Fused-Ring', 'P-Glycoprotein Inhibitors', 'Potential Qtc-Prolonging Agents', 'Qtc Prolonging Agents', 'Quinolines']"
1200;"['Alcohols', 'Fatty Alcohols', 'Lipids']"
1201;['Ionophores']
1202;"['Biological Factors', 'Dermatologicals', 'Heterocyclic Compounds, Fused-Ring', 'Photosensitizing Agents', 'Pigments, Biological', 'Porphyrins', 'Radiation-Sensitizing Agents']"
1203;"['Acids, Carbocyclic', 'Benzocycloheptenes', 'Dibenzocycloheptenes', 'Imidazoles', 'Pharmaceutical Preparations', 'Phenylpropionates']"
1204;"['Alimentary Tract And Metabolism', 'Cytochrome P-450 Cyp2D6 Inhibitors', 'Cytochrome P-450 Cyp2D6 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Cyp2E1 Inhibitors', 'Cytochrome P-450 Cyp2E1 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Cyp2E1 Substrates', 'Cytochrome P-450 Cyp3A Inhibitors', 'Cytochrome P-450 Cyp3A4 Inhibitors', 'Cytochrome P-450 Cyp3A4 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Enzyme Inhibitors', 'Cytochrome P-450 Substrates', 'Diet, Food, And Nutrition', 'Food', 'Growth Substances', 'Micronutrients', 'Nicotinic Acids', 'Physiological Phenomena', 'Pyridines', 'Vitamin B Complex', 'Vitamins']"
1188;"['Agents Causing Muscle Toxicity', 'Anti-Bacterial Agents', 'Anti-Infective Agents', 'Anti-Infective Agents, Urinary', 'Antibacterials For Systemic Use', 'Antiinfectives For Systemic Use', 'Bsep/Abcb11 Substrates', 'Chemically-Induced Disorders', 'Cytochrome P-450 Cyp1A2 Inhibitors', 'Cytochrome P-450 Cyp1A2 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Enzyme Inhibitors', 'Enzyme Inhibitors', 'Fluoroquinolones', 'Heterocyclic Compounds, Fused-Ring', 'Moderate Risk Qtc-Prolonging Agents', 'Oat1/Slc22A6 Inhibitors', 'Ophthalmologicals', 'Otologicals', 'Qtc Prolonging Agents', 'Quinolines', 'Quinolone Antimicrobial', 'Quinolones', 'Renal Agents', 'Sensory Organs', 'Topoisomerase Ii Inhibitors', 'Topoisomerase Inhibitors']"
1189;"['Anti-Acne Preparations', 'Anti-Acne Preparations For Topical Use', 'Anti-Infective Agents', 'Anti-Infective Agents, Local', 'Benzene Derivatives', 'Dermatologicals', 'Drugs That Are Mainly Renally Excreted', 'Ophthalmologicals', 'Phenols', 'Root Canal Filling Materials', 'Sensory Organs']"
1190;"['Amino Acids', 'Amino Acids, Aromatic', 'Amino Acids, Cyclic', 'Amino Acids, Peptides, And Proteins', 'Hormones', 'Hormones, Hormone Substitutes, And Hormone Antagonists', 'Lipid Modifying Agents', 'Lipid Modifying Agents, Plain']"
1191;"['Acids', 'Acids, Noncarboxylic', 'Alimentary Tract And Metabolism', 'Anions', 'Drugs For Constipation', 'Drugs That Are Mainly Renally Excreted', 'Electrolytes', 'Gastrointestinal Agents', 'Ions', 'Laxatives', 'Mineral Supplements', 'Osmotic Laxatives', 'Sodium', 'Sulfur Acids', 'Sulfur Compounds', 'Sulfuric Acids']"
1192;"['Agents Causing Hyperkalemia', 'Agents Producing Tachycardia', 'Analgesics', 'Antiarrhythmic Agents', 'Bradycardia-Causing Agents', 'Calcium Channel Blockers', 'Calcium-Regulating Hormones And Agents', 'Cannabinoid Receptor Antagonists', 'Cannabinoids And Similars', 'Cardiovascular Agents', 'Central Nervous System Agents', 'Cytochrome P-450 Cyp3A Inhibitors', 'Cytochrome P-450 Cyp3A Substrates', 'Cytochrome P-450 Cyp3A4 Inhibitors', 'Cytochrome P-450 Cyp3A4 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Cyp3A4 Substrates', 'Cytochrome P-450 Enzyme Inhibitors', 'Cytochrome P-450 Substrates', 'Heterocyclic Compounds, Fused-Ring', 'Membrane Transport Modulators', 'Oxazines', 'Peripheral Nervous System Agents', 'Receptor, Cannabinoid, Cb1, Antagonists & Inhibitors', 'Sensory System Agents']"
1193;"['Antineoplastic Agents', 'Bcrp/Abcg2 Substrates', 'Cytochrome P-450 Cyp2C8 Inhibitors', 'Cytochrome P-450 Cyp2C8 Substrates', 'Cytochrome P-450 Cyp3A Inhibitors', 'Cytochrome P-450 Cyp3A Substrates', 'Cytochrome P-450 Enzyme Inhibitors', 'Cytochrome P-450 Substrates', 'Kinase Inhibitor', 'Mate 1 Inhibitors', 'Mate 2 Inhibitors', 'Mate Inhibitors', 'Oct2 Inhibitors', 'P-Glycoprotein Inhibitors', 'P-Glycoprotein Substrates', 'Tyrosine Kinase Inhibitors']"
1194;"['Acids, Acyclic', 'Agents Causing Angioedema', 'Amino Acids', 'Amino Acids, Peptides, And Proteins', 'Butyrates', 'Drugs That Are Mainly Renally Excreted', 'Fatty Acids', 'Fatty Acids, Volatile', 'Hypotensive Agents', 'Lipids', 'Neprilysin Inhibitor', 'Neprilysin, Antagonists & Inhibitors', 'Oatp1B1/Slco1B1 Inhibitors', 'Oatp1B3 Inhibitors']"
1195;"['Alkaloids', 'Amines', 'Ammonium Compounds', 'Anticholinergic Agents', 'Benzylisoquinolines', 'Central Nervous System Depressants', 'Cholinergic Agents', 'Cholinesterase Inhibitors', 'Cholinesterase Substrates', 'Curare Alkaloids', 'Ganglion Blockers', 'Heterocyclic Compounds, Fused-Ring', 'Isoquinolines', 'Muscle Relaxants', 'Muscle Relaxants, Peripherally Acting Agents', 'Musculo-Skeletal System', 'Neuromuscular Agents', 'Neuromuscular Blocking Agents', 'Neuromuscular-Blocking Agents (Nondepolarizing)', 'Neurotoxic Agents', 'Neurotransmitter Agents', 'Nicotinic Antagonists', 'Nitrogen Compounds', 'Oct1 Substrates', 'Onium Compounds', 'Peripheral Nervous System Agents', 'Quaternary Ammonium Compounds', 'Tetrahydroisoquinolines']"
1196;"['Acids, Acyclic', 'Amines', 'Ammonium Compounds', 'Autonomic Agents', 'Bethanechol Compounds', 'Carbamates', 'Choline Esters', 'Cholinergic Agents', 'Cholinergic Agonists', 'Muscarinic Agonists', 'Nervous System', 'Neurotransmitter Agents', 'Nitrogen Compounds', 'Onium Compounds', 'Parasympathomemetic (Cholinergic) Agents', 'Parasympathomimetics', 'Peripheral Nervous System Agents', 'Quaternary Ammonium Compounds', 'Trimethyl Ammonium Compounds']"
1197;"['Agents Causing Hyperkalemia', 'Agents That Produce Hypertension', 'Anti-Inflammatory Agents', 'Anti-Inflammatory Agents, Non-Steroidal', 'Furans', 'Lactones', 'Nephrotoxic Agents', 'Selective Cyclooxygenase 2 Inhibitors (Nsaids)', 'Sulfur Compounds']"
1198;"['Adjuvants, Immunologic', 'Alfa Interferons', 'Antineoplastic And Immunomodulating Agents', 'Cancer Immunotherapy', 'Cytochrome P-450 Cyp1A2 Inhibitors', 'Cytochrome P-450 Cyp1A2 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Cyp2A6 Inhibitors', 'Cytochrome P-450 Cyp2A6 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Cyp2D6 Inhibitors', 'Cytochrome P-450 Cyp2D6 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Enzyme Inhibitors', 'Immunosuppressive Agents', 'Immunotherapy', 'Interferons', 'Myelosuppressive Agents']"
1205;"['Alkylmercury Compounds', 'Diuretics', 'Drugs That Are Mainly Renally Excreted', 'Enzyme Inhibitors', 'Low-Ceiling Diuretics, Excl. Thiazides', 'Mercurial Diuretics', 'Organomercury Compounds', 'Organometallic Compounds']"
1206;"['Alimentary Tract And Metabolism', 'Calcium Salts', 'Enzyme Inhibitors', 'Keto Acids', 'Mineral Supplements']"
1207;"['Acids, Acyclic', 'Alimentary Tract And Metabolism', 'Amino Acids', 'Amino Acids, Acidic', 'Amino Acids, Cyclic', 'Amino Acids, Dicarboxylic', 'Amino Acids, Peptides, And Proteins', 'Glutamates', 'Imines', 'Imino Acids', 'Mineral Supplements', 'Pyrrolidines', 'Pyrrolidinones']"
1208;"['Amides', 'Antineoplastic Agents', 'Antineoplastic And Immunomodulating Agents', 'Bcrp/Abcg2 Inhibitors', 'Cytochrome P-450 Cyp2C19 Substrates', 'Cytochrome P-450 Cyp2D6 Inhibitors', 'Cytochrome P-450 Cyp2D6 Inhibitors (Strength Unknown)', 'Cytochrome P-450 Cyp3A Substrates', 'Cytochrome P-450 Cyp3A4 Substrates', 'Cytochrome P-450 Enzyme Inhibitors', 'Cytochrome P-450 Substrates', 'Kinase Inhibitor', 'Mate 1 Inhibitors', 'Mate 2 Inhibitors', 'Mate Inhibitors', 'Oatp1B1/Slco1B1 Inhibitors', 'Oatp1B3 Inhibitors', 'P-Glycoprotein Inhibitors', 'P-Glycoprotein Substrates', 'Protein Kinase Inhibitors', 'Sulfones', 'Sulfur Compounds', 'Tyrosine Kinase Inhibitors']"
