model;drug_bankID;uniprot_ID;atc_codes;pubmed_ids;interaction_type;known_action;actions;ChEMBL
drug.Drug_Protein;DB00220;P20813;['J05AE04'];11159797|18602099|11996015|17101742;enzyme;unknown;inhibitor;CHEMBL584
drug.Drug_Protein;DB00220;P33261;['J05AE04'];19515014|25752914|17639026;enzyme;unknown;substrate|inducer;CHEMBL584
drug.Drug_Protein;DB00220;P22309;['J05AE04'];;enzyme;no;inducer;CHEMBL584
drug.Drug_Protein;DB00220;P11712;['J05AE04'];21930825|19196837;enzyme;no;inducer;CHEMBL584
drug.Drug_Protein;DB00220;P10635;['J05AE04'];9758674|9660842;enzyme;unknown;inhibitor;CHEMBL584
drug.Drug_Protein;DB00220;P08183;['J05AE04'];10894301|10820137|12699389|9435299;transporter;unknown;substrate|inhibitor|inducer;CHEMBL584
drug.Drug_Protein;DB00220;O15245;['J05AE04'];10681378|22875535;transporter;unknown;inhibitor;CHEMBL584
drug.Drug_Protein;DB00220;P46721;['J05AE04'];10421612;transporter;unknown;inhibitor;CHEMBL584
drug.Drug_Protein;DB00220;Q9UNQ0;['J05AE04'];15007102;transporter;unknown;inhibitor;CHEMBL584
drug.Drug_Protein;DB00220;Q9Y6L6;['J05AE04'];12490595;transporter;unknown;inhibitor;CHEMBL584
drug.Drug_Protein;DB00220;Q9NPD5;['J05AE04'];22541068;transporter;unknown;inhibitor;CHEMBL584
drug.Drug_Protein;DB00220;O94956;['J05AE04'];22541068;transporter;unknown;inhibitor;CHEMBL584
drug.Drug_Protein;DB00220;O95342;['J05AE04'];24014644;transporter;no;substrate;CHEMBL584
drug.Drug_Protein;DB00221;P08588;[];17157779|17628611|15917856|16973691|17329986;target;yes;agonist;CHEMBL1201213
drug.Drug_Protein;DB00221;P07550;[];21948594;target;unknown;agonist;CHEMBL1201213
drug.Drug_Protein;DB00222;Q14654;['A10BD04', 'A10BB12', 'A10BD06'];11325810|12086984|12703060;target;yes;inhibitor;CHEMBL1481
drug.Drug_Protein;DB00222;P48048;['A10BD04', 'A10BB12', 'A10BD06'];17139284|17016423|12475777|12703060;target;yes;inhibitor;CHEMBL1481
drug.Drug_Protein;DB00222;Q09428;['A10BD04', 'A10BB12', 'A10BD06'];8172912|8911984|8529521;target;yes;inducer;CHEMBL1481
drug.Drug_Protein;DB00222;P11712;['A10BD04', 'A10BB12', 'A10BD06'];19515014;enzyme;unknown;substrate;CHEMBL1481
drug.Drug_Protein;DB00222;O95342;['A10BD04', 'A10BB12', 'A10BD06'];24014644;transporter;no;substrate;CHEMBL1481
drug.Drug_Protein;DB00223;P04150;['D07AC10'];15764038;target;yes;agonist;CHEMBL1201380
drug.Drug_Protein;DB00224;P08684;['J05AE02'];19515014|9486958|16842395;enzyme;unknown;substrate|inhibitor;CHEMBL115
drug.Drug_Protein;DB00224;P24462;['J05AE02'];16433896;enzyme;unknown;inhibitor;CHEMBL115
drug.Drug_Protein;DB00224;P20815;['J05AE02'];16433896|9616191;enzyme;unknown;substrate|inhibitor;CHEMBL115
drug.Drug_Protein;DB00224;P10635;['J05AE02'];9758674;enzyme;unknown;inhibitor;CHEMBL115
drug.Drug_Protein;DB00224;P22309;['J05AE02'];16166450;enzyme;unknown;inhibitor;CHEMBL115
drug.Drug_Protein;DB00224;P08183;['J05AE02'];10894301|10820137|11602674|11181899|9435299|10604964;transporter;unknown;substrate|inhibitor|inducer;CHEMBL115
drug.Drug_Protein;DB00224;O15245;['J05AE02'];10681378;transporter;unknown;inhibitor;CHEMBL115
drug.Drug_Protein;DB00224;P33527;['J05AE02'];12218384;transporter;unknown;inhibitor;CHEMBL115
drug.Drug_Protein;DB00224;P46721;['J05AE02'];10421612;transporter;unknown;inhibitor;CHEMBL115
drug.Drug_Protein;DB00224;Q9Y6L6;['J05AE02'];12490595;transporter;unknown;inhibitor;CHEMBL115
drug.Drug_Protein;DB00224;Q92887;['J05AE02'];12441801;transporter;unknown;substrate;CHEMBL115
drug.Drug_Protein;DB00224;O94956;['J05AE02'];20102298;transporter;unknown;inhibitor;CHEMBL115
drug.Drug_Protein;DB00224;O95342;['J05AE02'];24014644;transporter;no;substrate;CHEMBL115
drug.Drug_Protein;DB00226;P23975;[];17139284|17016423|6850722|3896742|6351026;target;yes;partial agonist;CHEMBL1037
drug.Drug_Protein;DB00227;P04035;['C10AA02', 'C10BA01'];12172803|12204108|12214063|12369143|12405293|11752352|19249983|12082550;target;yes;inhibitor;CHEMBL503
drug.Drug_Protein;DB00227;P20701;['C10AA02', 'C10BA01'];10493852|11385505|15822172;target;unknown;inhibitor;CHEMBL503
drug.Drug_Protein;DB00227;Q92769;['C10AA02', 'C10BA01'];18381445|30266498|30216432;target;no;inhibitor;CHEMBL503
drug.Drug_Protein;DB00227;P02768;['C10AA02', 'C10BA01'];9160173;carrier;no;substrate;CHEMBL503
drug.Drug_Protein;DB00227;P08684;['C10AA02', 'C10BA01'];11996015|21189658|27757045|18563955;enzyme;unknown;substrate|inhibitor;CHEMBL503
drug.Drug_Protein;DB00227;Q15166;['C10AA02', 'C10BA01'];10931838;enzyme;unknown;substrate;CHEMBL503
drug.Drug_Protein;DB00227;P10632;['C10AA02', 'C10BA01'];15998357|15601807|27757045|18563955;enzyme;unknown;substrate;CHEMBL503
drug.Drug_Protein;DB00227;P22309;['C10AA02', 'C10BA01'];27757045;enzyme;no;substrate;CHEMBL503
drug.Drug_Protein;DB00227;P35503;['C10AA02', 'C10BA01'];27757045;enzyme;unknown;substrate;CHEMBL503
drug.Drug_Protein;DB00227;P16662;['C10AA02', 'C10BA01'];11950779|27757045;enzyme;unknown;substrate;CHEMBL503
drug.Drug_Protein;DB00227;P33261;['C10AA02', 'C10BA01'];27757045;enzyme;unknown;substrate;CHEMBL503
drug.Drug_Protein;DB00227;P08183;['C10AA02', 'C10BA01'];11474784|11716514|10213372|20012601|18563955;transporter;unknown;inhibitor;CHEMBL503
drug.Drug_Protein;DB00227;P46721;['C10AA02', 'C10BA01'];10421612|10601278;transporter;unknown;inhibitor;CHEMBL503
drug.Drug_Protein;DB00227;Q9Y6L6;['C10AA02', 'C10BA01'];10601278|15716364|24989890|26020121|27967318|30250148;transporter;unknown;substrate|inhibitor;CHEMBL503
drug.Drug_Protein;DB00227;Q92887;['C10AA02', 'C10BA01'];23562342|27757045;transporter;unknown;substrate;CHEMBL503
drug.Drug_Protein;DB00227;O95342;['C10AA02', 'C10BA01'];24014644;transporter;no;substrate;CHEMBL503
drug.Drug_Protein;DB00227;O94956;['C10AA02', 'C10BA01'];27757045;transporter;unknown;;CHEMBL503
drug.Drug_Protein;DB00227;Q9NPD5;['C10AA02', 'C10BA01'];27757045;transporter;unknown;;CHEMBL503
drug.Drug_Protein;DB00228;P98194;['N01AB04'];7873420|8214757;target;unknown;inhibitor;CHEMBL1257
drug.Drug_Protein;DB00228;O14983;['N01AB04'];8214757|1533495;target;unknown;inhibitor|stimulator;CHEMBL1257
drug.Drug_Protein;DB00228;P23415;['N01AB04'];25807016|10683198|16973644;target;yes;potentiator;CHEMBL1257
drug.Drug_Protein;DB00228;P02768;['N01AB04'];15791110|15449957|6721962;carrier;unknown;binder;CHEMBL1257
drug.Drug_Protein;DB00228;P05181;['N01AB04'];8689955|8162670|8989020;enzyme;unknown;substrate;CHEMBL1257
drug.Drug_Protein;DB00229;Q4U2R8;['J01DC07'];15618660|19953504;transporter;unknown;substrate|inhibitor;CHEMBL1296
drug.Drug_Protein;DB00229;Q8TCC7;['J01DC07'];19953504;transporter;unknown;substrate|inhibitor;CHEMBL1296
drug.Drug_Protein;DB00230;P54289;['N03AX16'];24533015;target;yes;;CHEMBL1059
drug.Drug_Protein;DB00230;P43005;['N03AX16'];22511482;transporter;unknown;other;CHEMBL1059
drug.Drug_Protein;DB00230;Q01650;['N03AX16'];30374619;transporter;no;substrate;CHEMBL1059
drug.Drug_Protein;DB00231;P08684;['N05CD07'];10359672;enzyme;unknown;substrate;CHEMBL967
drug.Drug_Protein;DB00231;P20813;['N05CD07'];8948091;enzyme;unknown;substrate;CHEMBL967
drug.Drug_Protein;DB00231;P11712;['N05CD07'];11996015;enzyme;unknown;substrate;CHEMBL967
drug.Drug_Protein;DB00232;Q13621;['C03AA08', 'C03AB08'];17139284|17016423|11752352;target;yes;inhibitor;CHEMBL1577
drug.Drug_Protein;DB00232;P00915;['C03AA08', 'C03AB08'];10713865|9546276|19119014;target;unknown;inhibitor;CHEMBL1577
drug.Drug_Protein;DB00232;P00918;['C03AA08', 'C03AB08'];1901209|2226620|19119014;target;unknown;inhibitor;CHEMBL1577
drug.Drug_Protein;DB00232;P22748;['C03AA08', 'C03AB08'];10713865|19119014;target;unknown;inhibitor;CHEMBL1577
drug.Drug_Protein;DB00233;P35354;['J04AA02', 'J04AA03', 'J04AA01'];14742690|12463455|16855178|12208114|9256165;target;unknown;inhibitor;CHEMBL1169
drug.Drug_Protein;DB00233;O15111;['J04AA02', 'J04AA03', 'J04AA01'];11151876|12950415|11054378;target;unknown;inhibitor;CHEMBL1169
drug.Drug_Protein;DB00233;P09917;['J04AA02', 'J04AA03', 'J04AA01'];2882965|6428914|6131674;target;unknown;inhibitor;CHEMBL1169
drug.Drug_Protein;DB00233;Q9NZK7;['J04AA02', 'J04AA03', 'J04AA01'];10592235;target;unknown;unknown;CHEMBL1169
drug.Drug_Protein;DB00233;P05164;['J04AA02', 'J04AA03', 'J04AA01'];2563347|16614956;enzyme;unknown;inhibitor;CHEMBL1169
drug.Drug_Protein;DB00234;P23975;['N06AX18'];12388649|12623106|15878511|16633143|16893531|11249515;target;yes;inhibitor;CHEMBL383921
drug.Drug_Protein;DB00234;P08684;['N06AX18'];17256449|11192474;enzyme;unknown;substrate|inhibitor;CHEMBL383921
drug.Drug_Protein;DB00234;P10635;['N06AX18'];10534319|17256449;enzyme;unknown;inhibitor;CHEMBL383921
drug.Drug_Protein;DB00234;P08183;['N06AX18'];12649369;transporter;unknown;inhibitor;CHEMBL383921
drug.Drug_Protein;DB00235;Q14432;['C01CE02'];10511123|10859452|12135876|12181427|12652111|11752352|6177950;target;yes;inhibitor;CHEMBL189
drug.Drug_Protein;DB00237;P42261;['N05CB01'];10487207|11264449;target;unknown;antagonist;CHEMBL449
drug.Drug_Protein;DB00237;P42262;['N05CB01'];11264449|10487207;target;unknown;antagonist;CHEMBL449
drug.Drug_Protein;DB00237;P42263;['N05CB01'];11264449|10487207;target;unknown;antagonist;CHEMBL449
drug.Drug_Protein;DB00237;P48058;['N05CB01'];11264449|10487207;target;unknown;antagonist;CHEMBL449
drug.Drug_Protein;DB00237;P39086;['N05CB01'];11264449|10487207;target;unknown;antagonist;CHEMBL449
drug.Drug_Protein;DB00237;Q13002;['N05CB01'];11264449|10487207;target;unknown;antagonist;CHEMBL449
drug.Drug_Protein;DB00237;Q13003;['N05CB01'];11264449|10487207;target;unknown;antagonist;CHEMBL449
drug.Drug_Protein;DB00237;Q16099;['N05CB01'];11264449|10487207;target;unknown;antagonist;CHEMBL449
drug.Drug_Protein;DB00237;Q16478;['N05CB01'];11264449|10487207;target;unknown;antagonist;CHEMBL449
drug.Drug_Protein;DB00237;P02768;['N05CB01'];13175102;carrier;unknown;binder;CHEMBL449
drug.Drug_Protein;DB00237;P11166;['N05CB01'];10227851;transporter;unknown;inhibitor;CHEMBL449
drug.Drug_Protein;DB00238;P02768;['J05AG01', 'J05AR05', 'J05AR07'];15814459|16336266;carrier;unknown;;CHEMBL57
drug.Drug_Protein;DB00238;P20813;['J05AG01', 'J05AR05', 'J05AR07'];19515014|26247717|27709010;enzyme;unknown;substrate|inducer;CHEMBL57
drug.Drug_Protein;DB00238;P08684;['J05AG01', 'J05AR05', 'J05AR07'];19515014|12405866|16842395;enzyme;unknown;substrate|inducer;CHEMBL57
drug.Drug_Protein;DB00238;P20815;['J05AG01', 'J05AR05', 'J05AR07'];19515014;enzyme;unknown;substrate;CHEMBL57
drug.Drug_Protein;DB00238;P11712;['J05AG01', 'J05AR05', 'J05AR07'];19196837|26036354;enzyme;unknown;inducer;CHEMBL57
drug.Drug_Protein;DB00238;P11509;['J05AG01', 'J05AR05', 'J05AR07'];19515014|19364830;enzyme;unknown;substrate;CHEMBL57
drug.Drug_Protein;DB00238;P10635;['J05AG01', 'J05AR05', 'J05AR07'];11225565|22354160|19364830;enzyme;unknown;substrate|inhibitor;CHEMBL57
drug.Drug_Protein;DB00238;P05177;['J05AG01', 'J05AR05', 'J05AR07'];11225565|26348712;enzyme;unknown;inhibitor;CHEMBL57
drug.Drug_Protein;DB00238;P24462;['J05AG01', 'J05AR05', 'J05AR07'];17178770;enzyme;unknown;substrate;CHEMBL57
drug.Drug_Protein;DB00238;O15245;['J05AG01', 'J05AR05', 'J05AR07'];25914645;transporter;unknown;inhibitor;CHEMBL57
drug.Drug_Protein;DB00239;O75469;['D01AC11', 'G01AF17', 'G01AF20'];17998298;target;unknown;partial agonist;CHEMBL1262
drug.Drug_Protein;DB00239;P08684;['D01AC11', 'G01AF17', 'G01AF20'];17998298;enzyme;unknown;inducer;CHEMBL1262
drug.Drug_Protein;DB00239;P33261;['D01AC11', 'G01AF17', 'G01AF20'];21177487;enzyme;unknown;substrate;CHEMBL1262
drug.Drug_Protein;DB00240;P04150;['D07AB10', 'S01BA10'];20920967|9891987;target;yes;agonist;CHEMBL1201361
drug.Drug_Protein;DB00240;P08185;['D07AB10', 'S01BA10'];17139284|17016423|11752352;carrier;unknown;binder;CHEMBL1201361
drug.Drug_Protein;DB00240;P08684;['D07AB10', 'S01BA10'];;enzyme;no;substrate;CHEMBL1201361
drug.Drug_Protein;DB00241;P14867;['N05CB01'];14579514|10209232|10487207|11264449|11279945|11752352|17139284|17016423;target;yes;potentiator;CHEMBL454
drug.Drug_Protein;DB00241;P47869;['N05CB01'];11264449|10209232;target;yes;potentiator;CHEMBL454
drug.Drug_Protein;DB00241;P34903;['N05CB01'];11264449|10209232;target;yes;potentiator;CHEMBL454
drug.Drug_Protein;DB00241;P48169;['N05CB01'];10209232;target;yes;potentiator;CHEMBL454
drug.Drug_Protein;DB00241;P31644;['N05CB01'];11264449|10209232;target;yes;potentiator;CHEMBL454
drug.Drug_Protein;DB00241;Q16445;['N05CB01'];10209232|11264449;target;yes;potentiator;CHEMBL454
drug.Drug_Protein;DB00241;P43681;['N05CB01'];11264449|16248797|10487207;target;unknown;antagonist;CHEMBL454
drug.Drug_Protein;DB00241;P36544;['N05CB01'];11264449|16248797|10487207;target;unknown;antagonist;CHEMBL454
drug.Drug_Protein;DB00241;P42262;['N05CB01'];11264449|10487207;target;unknown;antagonist;CHEMBL454
drug.Drug_Protein;DB00241;Q13002;['N05CB01'];11264449|10487207;target;unknown;antagonist;CHEMBL454
drug.Drug_Protein;DB00242;P23921;['L04AA40', 'L01BB04'];19715446|17852710|19576186|16316309|9923554;target;yes;inhibitor;CHEMBL1619
drug.Drug_Protein;DB00242;P31350;['L04AA40', 'L01BB04'];19715446|17852710|19576186|16316309|9923554;target;yes;inhibitor;CHEMBL1619
drug.Drug_Protein;DB00242;Q7LG56;['L04AA40', 'L01BB04'];19715446|17852710|19576186|16316309|9923554;target;yes;inhibitor;CHEMBL1619
drug.Drug_Protein;DB00242;P09884;['L04AA40', 'L01BB04'];19576186|16316309|9923554|14722255;target;yes;inhibitor;CHEMBL1619
drug.Drug_Protein;DB00242;Q07864;['L04AA40', 'L01BB04'];19576186;target;yes;inhibitor;CHEMBL1619
drug.Drug_Protein;DB00242;P56282;['L04AA40', 'L01BB04'];19576186;target;yes;inhibitor;CHEMBL1619
drug.Drug_Protein;DB00242;Q9NRF9;['L04AA40', 'L01BB04'];19576186;target;yes;inhibitor;CHEMBL1619
drug.Drug_Protein;DB00242;Q9NR33;['L04AA40', 'L01BB04'];19576186;target;yes;inhibitor;CHEMBL1619
drug.Drug_Protein;DB00242;P00491;['L04AA40', 'L01BB04'];8521855|10444166|10500836|3260648|6808516;target;yes;inducer;CHEMBL1619
drug.Drug_Protein;DB00242;P27707;['L04AA40', 'L01BB04'];20689698|20634380|17852710|19715446|19576186|19463072;enzyme;unknown;substrate;CHEMBL1619
drug.Drug_Protein;DB00242;Q9UNQ0;['L04AA40', 'L01BB04'];18765824;transporter;unknown;substrate;CHEMBL1619
drug.Drug_Protein;DB00242;Q9HAS3;['L04AA40', 'L01BB04'];15738947;transporter;unknown;;CHEMBL1619
drug.Drug_Protein;DB00243;P08588;['C01EB18'];26979079|21633249|11330341;target;no;antagonist;CHEMBL1404
drug.Drug_Protein;DB00243;P02763;['C01EB18'];16717165;carrier;no;binder;CHEMBL1404
drug.Drug_Protein;DB00243;P08684;['C01EB18'];26979079|25028555;enzyme;no;substrate|inhibitor;CHEMBL1404
drug.Drug_Protein;DB00243;P10635;['C01EB18'];26979079|25028555;enzyme;no;substrate|inhibitor;CHEMBL1404
drug.Drug_Protein;DB00243;O95342;['C01EB18'];24014644;transporter;no;substrate;CHEMBL1404
drug.Drug_Protein;DB00243;P08183;['C01EB18'];26459200|29939605|25028555|25769815;transporter;no;substrate|inhibitor;CHEMBL1404
drug.Drug_Protein;DB00243;Q96FL8;['C01EB18'];;transporter;unknown;inhibitor;CHEMBL1404
drug.Drug_Protein;DB00243;Q86VL8;['C01EB18'];;transporter;unknown;inhibitor;CHEMBL1404
drug.Drug_Protein;DB00244;P35354;['A07EC02'];14742690|12463455|16855178|12208114|9256165;target;yes;inhibitor;CHEMBL704
drug.Drug_Protein;DB00244;P23219;['A07EC02'];12950415|11752352;target;yes;inhibitor;CHEMBL704
drug.Drug_Protein;DB00244;P09917;['A07EC02'];2882965|6428914|6131674;target;yes;inhibitor;CHEMBL704
drug.Drug_Protein;DB00244;P37231;['A07EC02'];15824083|18544567|18077625|16939423;target;yes;agonist;CHEMBL704
drug.Drug_Protein;DB00244;O15111;['A07EC02'];11151876|12950415|11054378;target;unknown;inhibitor;CHEMBL704
drug.Drug_Protein;DB00244;O14920;['A07EC02'];11151876|12950415|11054378;target;unknown;inhibitor;CHEMBL704
drug.Drug_Protein;DB00244;P05164;['A07EC02'];17503181;target;unknown;;CHEMBL704
drug.Drug_Protein;DB00244;P18440;['A07EC02'];;enzyme;unknown;substrate;CHEMBL704
drug.Drug_Protein;DB00245;P11229;['N04AC01'];17016423|17139284|11752352;target;yes;antagonist;CHEMBL1201203
drug.Drug_Protein;DB00245;Q01959;['N04AC01'];11349389|16460947|11395483|11277529|10230713|11728190;target;yes;inhibitor;CHEMBL1201203
drug.Drug_Protein;DB00245;P35367;['N04AC01'];16460947;target;unknown;antagonist;CHEMBL1201203
drug.Drug_Protein;DB00245;P31645;['N04AC01'];17897630;target;no;inhibitor;CHEMBL1201203
drug.Drug_Protein;DB00245;P23975;['N04AC01'];17897630;target;no;inhibitor;CHEMBL1201203
drug.Drug_Protein;DB00245;P02768;['N04AC01'];;carrier;no;binder;CHEMBL1201203
drug.Drug_Protein;DB00246;P14416;['N05AE04'];11873706|15726024|7562537|14728084|17848919;target;yes;antagonist;CHEMBL708
drug.Drug_Protein;DB00246;P21728;['N05AE04'];17848919;target;unknown;antagonist;CHEMBL708
drug.Drug_Protein;DB00246;P21918;['N05AE04'];17848919;target;unknown;antagonist;CHEMBL708
drug.Drug_Protein;DB00246;P28223;['N05AE04'];11509214|12445705|12530423|15121646|17450180|14728084|17848919;target;yes;antagonist;CHEMBL708
drug.Drug_Protein;DB00246;P35462;['N05AE04'];17139284|17016423|17848919;target;unknown;antagonist;CHEMBL708
drug.Drug_Protein;DB00246;P21917;['N05AE04'];17139284|17016423|17848919;target;unknown;antagonist;CHEMBL708
drug.Drug_Protein;DB00246;P08908;['N05AE04'];10516958|10924666|11132243|11910268|12923612|14728084|11513838|14638642;target;yes;agonist;CHEMBL708
drug.Drug_Protein;DB00246;P28222;['N05AE04'];17848919|11513838;target;unknown;antagonist;CHEMBL708
drug.Drug_Protein;DB00246;P28221;['N05AE04'];14728084|11910268|7562537|11132243|10516958|14638642;target;yes;antagonist;CHEMBL708
drug.Drug_Protein;DB00246;P28566;['N05AE04'];17848919;target;unknown;antagonist;CHEMBL708
drug.Drug_Protein;DB00246;P28335;['N05AE04'];14728084|11103883|7562537|11132243|16918396|14638642;target;yes;antagonist;CHEMBL708
drug.Drug_Protein;DB00246;P50406;['N05AE04'];17848919;target;unknown;antagonist;CHEMBL708
drug.Drug_Protein;DB00246;P34969;['N05AE04'];17848919;target;unknown;antagonist;CHEMBL708
drug.Drug_Protein;DB00246;P35367;['N05AE04'];11132243|17848919;target;unknown;antagonist;CHEMBL708
drug.Drug_Protein;DB00246;P35348;['N05AE04'];20075651|17848919;target;unknown;antagonist;CHEMBL708
drug.Drug_Protein;DB00246;P35368;['N05AE04'];17848919;target;unknown;antagonist;CHEMBL708
drug.Drug_Protein;DB00246;P08913;['N05AE04'];17848919;target;unknown;antagonist;CHEMBL708
drug.Drug_Protein;DB00246;P18089;['N05AE04'];17848919;target;unknown;antagonist;CHEMBL708
drug.Drug_Protein;DB00246;P18825;['N05AE04'];17848919;target;unknown;antagonist;CHEMBL708
drug.Drug_Protein;DB00246;P11229;['N05AE04'];17848919;target;unknown;antagonist;CHEMBL708
drug.Drug_Protein;DB00246;P08172;['N05AE04'];17848919;target;unknown;antagonist;CHEMBL708
drug.Drug_Protein;DB00246;P20309;['N05AE04'];17848919;target;unknown;antagonist;CHEMBL708
drug.Drug_Protein;DB00246;P08173;['N05AE04'];17848919;target;unknown;antagonist;CHEMBL708
drug.Drug_Protein;DB00246;P08912;['N05AE04'];17848919;target;unknown;antagonist;CHEMBL708
drug.Drug_Protein;DB00246;P47898;['N05AE04'];17848919|14965244;target;unknown;antagonist;CHEMBL708
drug.Drug_Protein;DB00246;P02768;['N05AE04'];31400341;carrier;unknown;;CHEMBL708
drug.Drug_Protein;DB00246;P02763;['N05AE04'];28539955;carrier;unknown;;CHEMBL708
drug.Drug_Protein;DB00246;P08684;['N05AE04'];10771452|12670127|12826984;enzyme;unknown;substrate;CHEMBL708
drug.Drug_Protein;DB00246;Q06278;['N05AE04'];17214606;enzyme;no;substrate;CHEMBL708
drug.Drug_Protein;DB00246;P08183;['N05AE04'];28539955;transporter;unknown;;CHEMBL708
drug.Drug_Protein;DB00247;P41595;['N02CA04'];8743744;target;yes;antagonist;CHEMBL485253
drug.Drug_Protein;DB00247;P28335;['N02CA04'];11752352|12555241;target;yes;antagonist;CHEMBL485253
drug.Drug_Protein;DB00247;P28223;['N02CA04'];10080233|10455282|11061982|11704657|11720080;target;yes;antagonist;CHEMBL485253
drug.Drug_Protein;DB00247;P08908;['N02CA04'];11049861|14501155|14517765|14581123|1838579;target;yes;agonist;CHEMBL485253
drug.Drug_Protein;DB00247;P34969;['N02CA04'];14501155;target;yes;antagonist;CHEMBL485253
drug.Drug_Protein;DB00247;P28222;['N02CA04'];1738111;target;unknown;binder;CHEMBL485253
drug.Drug_Protein;DB00247;P30939;['N02CA04'];8380639;target;unknown;binder;CHEMBL485253
drug.Drug_Protein;DB00247;P28566;['N02CA04'];8380639;target;unknown;binder;CHEMBL485253
drug.Drug_Protein;DB00247;P08684;['N02CA04'];;enzyme;no;substrate;CHEMBL485253
drug.Drug_Protein;DB00248;P14416;['N04BC06', 'G02CB03'];11752352|12464354|12008749|12721865|15341508|8951172|11436517|18303487;target;yes;agonist;CHEMBL1201087
drug.Drug_Protein;DB00248;P41595;['N04BC06', 'G02CB03'];18691132|10641988|20426763|18992242|19570945;target;unknown;agonist;CHEMBL1201087
drug.Drug_Protein;DB00248;P35462;['N04BC06', 'G02CB03'];18691132|10641988|18992242;target;unknown;agonist;CHEMBL1201087
drug.Drug_Protein;DB00248;P28223;['N04BC06', 'G02CB03'];18691132|10641988|20426763|18992242;target;unknown;agonist;CHEMBL1201087
drug.Drug_Protein;DB00248;P18089;['N04BC06', 'G02CB03'];18691132|10641988|18992242|12388667;target;unknown;antagonist;CHEMBL1201087
drug.Drug_Protein;DB00248;P28221;['N04BC06', 'G02CB03'];18691132|10641988;target;unknown;agonist;CHEMBL1201087
drug.Drug_Protein;DB00248;P21917;['N04BC06', 'G02CB03'];18691132|12388667;target;unknown;agonist;CHEMBL1201087
drug.Drug_Protein;DB00248;P08913;['N04BC06', 'G02CB03'];18691132|10641988|12388667;target;unknown;antagonist;CHEMBL1201087
drug.Drug_Protein;DB00248;P08908;['N04BC06', 'G02CB03'];18691132|10641988|18992242;target;unknown;agonist;CHEMBL1201087
drug.Drug_Protein;DB00248;P18825;['N04BC06', 'G02CB03'];18691132|10641988|12388667;target;unknown;antagonist;CHEMBL1201087
drug.Drug_Protein;DB00248;P21918;['N04BC06', 'G02CB03'];18691132|16982285|11436517;target;unknown;agonist;CHEMBL1201087
drug.Drug_Protein;DB00248;P21728;['N04BC06', 'G02CB03'];18691132|10641988|16982285|11436517;target;unknown;agonist;CHEMBL1201087
drug.Drug_Protein;DB00248;P28222;['N04BC06', 'G02CB03'];18691132|10641988;target;unknown;agonist;CHEMBL1201087
drug.Drug_Protein;DB00248;P28335;['N04BC06', 'G02CB03'];18691132|10641988|20426763|18992242;target;unknown;agonist;CHEMBL1201087
drug.Drug_Protein;DB00248;P34969;['N04BC06', 'G02CB03'];18992242;target;unknown;antagonist;CHEMBL1201087
